"chimney_2.12","18604","0.15464414656162262"
"chimney_sjs0.6_2.12","119","9.891772642731667E-4"
"linkuisitor-core_2.12","32","2.6599725242704153E-4"
"chimney_2.11","2176","0.018087811768054962"
"chimney_sjs0.6_2.11","94","7.813668926246464E-4"
"samurai_2.11","20","1.6624826821498573E-4"
"samurai_2.12","15","1.246862084371969E-4"
"samurai_sjs0.6_2.11","12","9.974896238418296E-5"
"samurai_sjs0.6_2.12","8","6.649931310676038E-5"
"pulp_2.12","71","5.901813856326044E-4"
"pulp_sjs0.6_2.12","75","6.234310567378998E-4"
"pulp_2.11","51","4.239330883137882E-4"
"pulp_sjs0.6_2.11","55","4.571827594190836E-4"
"catnip_2.12","96","7.979916990734637E-4"
"catnip_sjs0.6_2.12","72","5.98493788857013E-4"
"enumz_sjs0.6_2.12","40","3.3249653642997146E-4"
"enumz_2.12","46","3.823710430879146E-4"
"catnip_2.11","35","2.9093449120409787E-4"
"linkuisitor-core_2.11","12","9.974896238418296E-5"
"catnip_2.13.0-M4","9","7.481172360712662E-5"
"linkuisitor-core_sjs0.6_2.12","18","1.4962344721425325E-4"
"catnip_sjs0.6_2.11","36","2.992468944285065E-4"
"linkuisitor-core_2.13.0-M4","13","1.0806138016050681E-4"
"linkuisitor-core_sjs0.6_2.11","16","1.3299862621352077E-4"
"pulp_2.13.0-M4","28","2.327475813217461E-4"
"chimney_native0.3_2.11","57","4.738075949717313E-4"
"chimney_2.13.0-M5","13","1.0806138016050681E-4"
"chimney_sjs0.6_2.13.0-M5","14","1.1637379066087306E-4"
"endpoints-elm_2.12","32","2.6599725242704153E-4"
"endpoints-json-schema-macros_sjs0.6_2.12","14","1.1637379066087306E-4"
"linkuisitor-core_sjs0.6_2.13.0-M4","7","5.818689533043653E-5"
"endpoints-json-schema-macros_2.12","13","1.0806138016050681E-4"
"chimney_sjs0.6_2.13","82","6.816179375164211E-4"
"chimney_2.13","90989","0.7563382387161255"
"enumz_2.13","884","0.007348173763602972"
"pulp_2.13","8","6.649931310676038E-5"
"enumz_sjs0.6_2.11","13","1.0806138016050681E-4"
"enumz_2.11","16","1.3299862621352077E-4"
"ocdquery-core_2.12","25","2.0781034254468977E-4"
"enumz_sjs0.6_2.13","13","1.0806138016050681E-4"
"pulp_sjs0.6_2.13","7","5.818689533043653E-5"
"log4effect_2.11","5","4.156206705374643E-5"
"catnip_sjs0.6_2.13","22","1.8287310376763344E-4"
"catnip_2.13","42","3.4912137198261917E-4"
"log4effect_2.13","5","4.156206705374643E-5"
"log4effect_2.12","8","6.649931310676038E-5"
"ocdquery-core_2.13","6","4.987448119209148E-5"
"chimney-cats_2.12","461","0.0038320226594805717"
"chimney-cats_sjs0.6_2.13","28","2.327475813217461E-4"
"chimney-cats_sjs0.6_2.11","19","1.579358649905771E-4"
"chimney-cats_2.11","15","1.246862084371969E-4"
"chimney-cats_2.13","3390","0.02817908301949501"
"chimney-cats_sjs0.6_2.12","15","1.246862084371969E-4"
"chimney-cats_sjs1_2.13","107","8.894282509572804E-4"
"chimney_sjs1_2.13","2132","0.01772206649184227"
"chimney-cats_sjs1_2.12","17","1.413110294379294E-4"
"chimney_sjs1_2.12","36","2.992468944285065E-4"
"catnip_sjs1_2.13","30","2.493724168743938E-4"
"catnip_sjs1_2.12","24","1.9949792476836592E-4"
