"chimney_2.12","38925","0.4256424307823181"
"chimney_sjs0.6_2.12","230","0.0025150354485958815"
"linkuisitor-core_2.12","46","5.030070897191763E-4"
"chimney_2.11","3913","0.04278840869665146"
"chimney_sjs0.6_2.11","145","0.0015855658566579223"
"samurai_2.11","14","1.5308911679312587E-4"
"samurai_2.12","14","1.5308911679312587E-4"
"samurai_sjs0.6_2.11","18","1.9682887068483979E-4"
"samurai_sjs0.6_2.12","14","1.5308911679312587E-4"
"pulp_2.12","60","6.560962065123022E-4"
"pulp_sjs0.6_2.12","64","6.998360040597618E-4"
"pulp_2.11","31","3.38983052643016E-4"
"pulp_sjs0.6_2.11","40","4.3739748070947826E-4"
"catnip_2.12","148","0.001618370646610856"
"catnip_sjs0.6_2.12","79","8.638600120320916E-4"
"enumz_sjs0.6_2.12","31","3.38983052643016E-4"
"enumz_2.12","31","3.38983052643016E-4"
"catnip_2.11","35","3.8272279198281467E-4"
"linkuisitor-core_2.11","15","1.6402405162807554E-4"
"catnip_2.13.0-M4","15","1.6402405162807554E-4"
"linkuisitor-core_sjs0.6_2.12","16","1.7495900101494044E-4"
"catnip_sjs0.6_2.11","36","3.9365774136967957E-4"
"linkuisitor-core_2.13.0-M4","15","1.6402405162807554E-4"
"linkuisitor-core_sjs0.6_2.11","16","1.7495900101494044E-4"
"pulp_2.13.0-M4","20","2.1869874035473913E-4"
"chimney_native0.3_2.11","60","6.560962065123022E-4"
"chimney_2.13.0-M5","19","2.0776380551978946E-4"
"chimney_sjs0.6_2.13.0-M5","19","2.0776380551978946E-4"
"endpoints-elm_2.12","39","4.264625604264438E-4"
"endpoints-json-schema-macros_sjs0.6_2.12","12","1.3121924712322652E-4"
"linkuisitor-core_sjs0.6_2.13.0-M4","12","1.3121924712322652E-4"
"endpoints-json-schema-macros_2.12","21","2.296336751896888E-4"
"chimney_sjs0.6_2.13","168","0.0018370694015175104"
"chimney_2.13","36026","0.39394205808639526"
"enumz_2.13","19","2.0776380551978946E-4"
"pulp_2.13","8","8.747950050747022E-5"
"enumz_sjs0.6_2.11","15","1.6402405162807554E-4"
"enumz_2.11","18","1.9682887068483979E-4"
"ocdquery-core_2.12","35","3.8272279198281467E-4"
"enumz_sjs0.6_2.13","20","2.1869874035473913E-4"
"pulp_sjs0.6_2.13","11","1.2028430501231924E-4"
"log4effect_2.11","10","1.0934937017736956E-4"
"catnip_sjs0.6_2.13","25","2.733734145294875E-4"
"catnip_2.13","30","3.280481032561511E-4"
"log4effect_2.13","12","1.3121924712322652E-4"
"log4effect_2.12","7","7.654455839656293E-5"
"ocdquery-core_2.13","11","1.2028430501231924E-4"
"chimney-cats_2.12","8124","0.08883542567491531"
"chimney-cats_sjs0.6_2.13","19","2.0776380551978946E-4"
"chimney-cats_sjs0.6_2.11","30","3.280481032561511E-4"
"chimney-cats_2.11","35","3.8272279198281467E-4"
"chimney-cats_2.13","1704","0.018633132800459862"
"chimney-cats_sjs0.6_2.12","24","2.6243849424645305E-4"
"chimney-cats_sjs1_2.13","333","0.003641334129497409"
"chimney_sjs1_2.13","494","0.005401859059929848"
"chimney-cats_sjs1_2.12","33","3.608529223129153E-4"
"chimney_sjs1_2.12","37","4.04592661652714E-4"
"catnip_sjs1_2.13","28","3.0617823358625174E-4"
"catnip_sjs1_2.12","21","2.296336751896888E-4"
