"chimney_2.12","6667","0.20996440947055817"
"chimney_sjs0.6_2.12","35","0.0011022581020370126"
"linkuisitor-core_2.12","17","5.353824817575514E-4"
"chimney_2.11","367","0.011557962745428085"
"chimney_sjs0.6_2.11","31","9.762857225723565E-4"
"samurai_2.11","12","3.77917051082477E-4"
"samurai_2.12","11","3.464239707682282E-4"
"samurai_sjs0.6_2.11","12","3.77917051082477E-4"
"samurai_sjs0.6_2.12","12","3.77917051082477E-4"
"pulp_2.12","25","7.873271824792027E-4"
"pulp_sjs0.6_2.12","24","7.55834102164954E-4"
"pulp_2.11","20","6.298617227002978E-4"
"pulp_sjs0.6_2.11","17","5.353824817575514E-4"
"catnip_2.12","40","0.0012597234454005957"
"catnip_sjs0.6_2.12","32","0.0010077788028866053"
"enumz_sjs0.6_2.12","17","5.353824817575514E-4"
"enumz_2.12","26","8.188202627934515E-4"
"catnip_2.11","26","8.188202627934515E-4"
"linkuisitor-core_2.11","13","4.094101313967258E-4"
"catnip_2.13.0-M4","9","2.834377810359001E-4"
"linkuisitor-core_sjs0.6_2.12","11","3.464239707682282E-4"
"catnip_sjs0.6_2.11","17","5.353824817575514E-4"
"linkuisitor-core_2.13.0-M4","10","3.149308613501489E-4"
"linkuisitor-core_sjs0.6_2.11","13","4.094101313967258E-4"
"pulp_2.13.0-M4","16","5.038894014433026E-4"
"chimney_native0.3_2.11","21","6.613548612222075E-4"
"chimney_2.13.0-M5","10","3.149308613501489E-4"
"chimney_sjs0.6_2.13.0-M5","11","3.464239707682282E-4"
"endpoints-elm_2.12","10","3.149308613501489E-4"
"endpoints-json-schema-macros_sjs0.6_2.12","9","2.834377810359001E-4"
"linkuisitor-core_sjs0.6_2.13.0-M4","9","2.834377810359001E-4"
"endpoints-json-schema-macros_2.12","10","3.149308613501489E-4"
"chimney_sjs0.6_2.13","43","0.001354202744551003"
"chimney_2.13","21766","0.6854785084724426"
"enumz_2.13","450","0.014171889051795006"
"pulp_2.13","7","2.204516058554873E-4"
"enumz_sjs0.6_2.11","12","3.77917051082477E-4"
"enumz_2.11","11","3.464239707682282E-4"
"ocdquery-core_2.12","17","5.353824817575514E-4"
"enumz_sjs0.6_2.13","12","3.77917051082477E-4"
"pulp_sjs0.6_2.13","10","3.149308613501489E-4"
"log4effect_2.11","8","2.519447007216513E-4"
"catnip_sjs0.6_2.13","18","5.668755620718002E-4"
"catnip_2.13","31","9.762857225723565E-4"
"log4effect_2.13","11","3.464239707682282E-4"
"log4effect_2.12","9","2.834377810359001E-4"
"ocdquery-core_2.13","9","2.834377810359001E-4"
"chimney-cats_2.12","108","0.0034012533724308014"
"chimney-cats_sjs0.6_2.13","15","4.7239632112905383E-4"
"chimney-cats_sjs0.6_2.11","16","5.038894014433026E-4"
"chimney-cats_2.11","15","4.7239632112905383E-4"
"chimney-cats_2.13","1102","0.03470538184046745"
"chimney-cats_sjs0.6_2.12","17","5.353824817575514E-4"
"chimney-cats_sjs1_2.13","25","7.873271824792027E-4"
"chimney_sjs1_2.13","404","0.012723207473754883"
"chimney-cats_sjs1_2.12","18","5.668755620718002E-4"
"chimney_sjs1_2.12","23","7.243410218507051E-4"
"catnip_sjs1_2.13","17","5.353824817575514E-4"
"catnip_sjs1_2.12","19","5.98368642386049E-4"
