"chimney_2.12","10567","0.37359023094177246"
"chimney_sjs0.6_2.12","21","7.424429641105235E-4"
"linkuisitor-core_2.12","10","3.53544281097129E-4"
"chimney_2.11","1256","0.04440516233444214"
"chimney_sjs0.6_2.11","18","6.363797001540661E-4"
"samurai_2.11","7","2.4748098803684115E-4"
"samurai_2.12","8","2.828354190569371E-4"
"samurai_sjs0.6_2.11","9","3.1818985007703304E-4"
"samurai_sjs0.6_2.12","7","2.4748098803684115E-4"
"pulp_2.12","11","3.8889871211722493E-4"
"pulp_sjs0.6_2.12","10","3.53544281097129E-4"
"pulp_2.11","8","2.828354190569371E-4"
"pulp_sjs0.6_2.11","10","3.53544281097129E-4"
"catnip_2.12","26","9.192151483148336E-4"
"catnip_sjs0.6_2.12","18","6.363797001540661E-4"
"enumz_sjs0.6_2.12","11","3.8889871211722493E-4"
"enumz_2.12","109","0.003853632602840662"
"catnip_2.11","12","4.242531431373209E-4"
"linkuisitor-core_2.11","6","2.1212657156866044E-4"
"catnip_2.13.0-M4","9","3.1818985007703304E-4"
"linkuisitor-core_sjs0.6_2.12","9","3.1818985007703304E-4"
"catnip_sjs0.6_2.11","11","3.8889871211722493E-4"
"linkuisitor-core_2.13.0-M4","8","2.828354190569371E-4"
"linkuisitor-core_sjs0.6_2.11","10","3.53544281097129E-4"
"pulp_2.13.0-M4","10","3.53544281097129E-4"
"chimney_native0.3_2.11","13","4.596075741574168E-4"
"chimney_2.13.0-M5","10","3.53544281097129E-4"
"chimney_sjs0.6_2.13.0-M5","10","3.53544281097129E-4"
"endpoints-elm_2.12","10","3.53544281097129E-4"
"endpoints-json-schema-macros_sjs0.6_2.12","6","2.1212657156866044E-4"
"linkuisitor-core_sjs0.6_2.13.0-M4","8","2.828354190569371E-4"
"endpoints-json-schema-macros_2.12","8","2.828354190569371E-4"
"chimney_sjs0.6_2.13","99","0.0035000883508473635"
"chimney_2.13","8103","0.2864769399166107"
"enumz_2.13","11","3.8889871211722493E-4"
"pulp_2.13","6","2.1212657156866044E-4"
"enumz_sjs0.6_2.11","8","2.828354190569371E-4"
"enumz_2.11","9","3.1818985007703304E-4"
"ocdquery-core_2.12","10","3.53544281097129E-4"
"enumz_sjs0.6_2.13","10","3.53544281097129E-4"
"pulp_sjs0.6_2.13","7","2.4748098803684115E-4"
"log4effect_2.11","8","2.828354190569371E-4"
"catnip_sjs0.6_2.13","10","3.53544281097129E-4"
"catnip_2.13","14","4.949619760736823E-4"
"log4effect_2.13","9","3.1818985007703304E-4"
"log4effect_2.12","5","1.767721405485645E-4"
"ocdquery-core_2.13","9","3.1818985007703304E-4"
"chimney-cats_2.12","5874","0.2076719105243683"
"chimney-cats_sjs0.6_2.13","8","2.828354190569371E-4"
"chimney-cats_sjs0.6_2.11","9","3.1818985007703304E-4"
"chimney-cats_2.11","14","4.949619760736823E-4"
"chimney-cats_2.13","1171","0.041400033980607986"
"chimney-cats_sjs0.6_2.12","9","3.1818985007703304E-4"
"chimney-cats_sjs1_2.13","267","0.009439632296562195"
"chimney_sjs1_2.13","328","0.011596252210438251"
"chimney-cats_sjs1_2.12","7","2.4748098803684115E-4"
"chimney_sjs1_2.12","14","4.949619760736823E-4"
"catnip_sjs1_2.13","11","3.8889871211722493E-4"
"catnip_sjs1_2.12","9","3.1818985007703304E-4"
